model,chromosome,fitness
model0,"(128, 'Adam', np.float64(0.0019), np.float64(3e-05), 'ExponentialLR')",0.9108485935673896
model1,"(128, 'Adam', np.float64(0.0003), np.float64(3e-05), 'CyclicLR')",0.9108367117689198
model2,"(96, 'RMSprop', np.float64(0.0001), np.float64(1e-05), 'CyclicLR')",0.9363657952888953
model3,"(96, 'Adam', np.float64(0.0005), np.float64(3e-05), 'CyclicLR')",0.9308806810466715
model4,"(128, 'Adam', np.float64(0.0003), np.float64(1e-05), 'ReduceLROnPlateau')",0.9178064623429857
model5,"(96, 'RMSprop', np.float64(0.0017), np.float64(1e-05), 'ReduceLROnPlateau')",1.0263181600354139
model6,"(128, 'Adam', np.float64(0.0019), np.float64(6e-05), 'ReduceLROnPlateau')",0.9407381683253786
model7,"(64, 'RMSprop', np.float64(0.0005), np.float64(3e-05), 'CyclicLR')",0.984349061087362
model8,"(96, 'Adam', np.float64(0.0005), np.float64(3e-05), 'CyclicLR')",0.9351756938371449
model9,"(64, 'Adam', np.float64(0.0003), np.float64(3e-05), 'ReduceLROnPlateau')",0.9741268256172139
model10,"(128, 'RMSprop', np.float64(0.0074), np.float64(3e-05), 'CyclicLR')",1.049562277441705
model11,"(128, 'Adadelta', np.float64(0.0019), np.float64(3e-05), 'CyclicLR')",1.3674688962406074
