model,chromosome,fitness
model0,"(128, 'Adam', 0.0002, 4e-05, 'CyclicLR')",0.9204606874040892
model1,"(96, 'Adam', 0.0006, 6e-05, 'ReduceLROnPlateau')",0.9459410332809665
model2,"(128, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.9312919916138351
model3,"(128, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.908384812960909
model4,"(96, 'Adam', 0.0046, 2e-05, 'ExponentialLR')",0.953058543483897
model5,"(96, 'Adadelta', 0.0003, 4e-05, 'ExponentialLR')",1.4034899397006688
model6,"(128, 'RMSprop', 0.0012, 2e-05, 'ReduceLROnPlateau')",1.015872887879064
model7,"(64, 'Adam', 0.0016, 2e-05, 'ExponentialLR')",0.9746333985691815
model8,"(96, 'Adam', 0.0046, 1e-05, 'ExponentialLR')",0.9543676739374878
model9,"(96, 'Adam', 0.0005, 2e-05, 'ExponentialLR')",0.9503539266129957
model10,"(96, 'Adam', 0.0017, 4e-05, 'ExponentialLR')",0.9266748363556879
model11,"(64, 'Adam', 0.0006, 3e-05, 'ReduceLROnPlateau')",0.9678265246167265
model12,"(128, 'Adam', 0.0002, 0.00078, 'CyclicLR')",0.9440609927485837
model13,"(96, 'RMSprop', 0.0005, 4e-05, 'ReduceLROnPlateau')",0.9816324969816554
model14,"(96, 'RMSprop', 0.0002, 9e-05, 'ReduceLROnPlateau')",0.9698372731403977
model15,"(128, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.9430242961395824
