model,chromosome,fitness
model0,"(96, 'RMSprop', 0.0005, 2e-05, 'ExponentialLR')",1.0160448611614843
model1,"(96, 'Adam', 0.0005, 0.00021, 'ExponentialLR')",0.9779589441119358
model2,"(64, 'Adam', 0.0005, 2e-05, 'CyclicLR')",1.008568147208562
model3,"(64, 'RMSprop', 0.0003, 2e-05, 'ExponentialLR')",1.0327588744239253
model4,"(128, 'Adam', 0.0054, 3e-05, 'ReduceLROnPlateau')",0.9972135284813931
model5,"(128, 'RMSprop', 0.0003, 2e-05, 'ExponentialLR')",0.958284684343572
model6,"(96, 'RMSprop', 0.0005, 2e-05, 'CyclicLR')",0.9991969626774428
model7,"(64, 'Adam', 0.0005, 0.00021, 'ExponentialLR')",1.022945833865517
model8,"(96, 'Adam', 0.0005, 0.00044, 'ReduceLROnPlateau')",0.9854078666676069
model9,"(96, 'Adadelta', 0.0072, 2e-05, 'ReduceLROnPlateau')",1.091856977196977
model10,"(128, 'Adam', 0.0054, 8e-05, 'ReduceLROnPlateau')",1.024393874336174
model11,"(128, 'Adam', 0.0002, 2e-05, 'ExponentialLR')",0.9972852854262363
model12,"(96, 'Adam', 0.0011, 2e-05, 'CyclicLR')",0.9987544478872128
model13,"(128, 'RMSprop', 0.0011, 2e-05, 'ExponentialLR')",1.045263226503261
model14,"(64, 'Adam', 0.001, 2e-05, 'ExponentialLR')",1.009160543562723
model15,"(96, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.9811061791134453
