model,chromosome,fitness
model0,"(128, 'Adam', 0.0003, 0.00012, 'ExponentialLR')",0.9730938685254157
model1,"(96, 'Adam', 0.0005, 0.00044, 'ReduceLROnPlateau')",0.9974713424560983
model2,"(96, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.9811326341300204
model3,"(128, 'Adam', 0.0054, 3e-05, 'ReduceLROnPlateau')",1.0155147897175474
model4,"(128, 'RMSprop', 0.0003, 2e-05, 'ExponentialLR')",0.9799650558569641
model5,"(96, 'Adam', 0.0001, 0.00012, 'ExponentialLR')",1.0354992974542998
model6,"(96, 'Adam', 0.0006, 0.00044, 'ExponentialLR')",0.9778807727087601
model7,"(128, 'Adam', 0.0005, 2e-05, 'ReduceLROnPlateau')",0.9517788858103216
model8,"(96, 'Adam', 0.0027, 2e-05, 'ReduceLROnPlateau')",1.001011234608989
model9,"(96, 'RMSprop', 0.0001, 2e-05, 'ReduceLROnPlateau')",0.9779088240946945
model10,"(96, 'Adam', 0.0005, 0.00012, 'CyclicLR')",0.9967227170941584
model11,"(96, 'RMSprop', 0.0054, 2e-05, 'ExponentialLR')",1.0900545770846108
model12,"(64, 'Adadelta', 0.0005, 2e-05, 'ExponentialLR')",1.394927899456844
model13,"(128, 'Adam', 0.0003, 0.00044, 'ReduceLROnPlateau')",0.9577638784432432
model14,"(64, 'Adadelta', 0.0012, 2e-05, 'ExponentialLR')",1.3958089469312722
model15,"(96, 'RMSprop', 0.0003, 2e-05, 'ExponentialLR')",0.9885773096459601
