model,chromosome,fitness
model0,"(96, 'Adam', 0.0005, 0.00021, 'ExponentialLR')",0.9866055431132082
model1,"(96, 'Adadelta', 0.0054, 1e-05, 'CyclicLR')",1.1307617613880754
model2,"(96, 'Adadelta', 0.0016, 0.0009, 'CyclicLR')",1.3373570112885595
model3,"(64, 'RMSprop', 0.0002, 0.00087, 'CyclicLR')",1.0360547362805765
model4,"(128, 'Adam', 0.0054, 3e-05, 'ReduceLROnPlateau')",1.0094929052706272
model5,"(64, 'Adam', 0.001, 2e-05, 'ExponentialLR')",1.0105294446642248
model6,"(64, 'Adadelta', 0.0009, 0.00028, 'ReduceLROnPlateau')",1.277708743096537
model7,"(64, 'RMSprop', 0.0003, 2e-05, 'ExponentialLR')",1.0060911072348127
model8,"(96, 'RMSprop', 0.0005, 2e-05, 'ExponentialLR')",0.977300313430806
model9,"(64, 'Adadelta', 0.0072, 0.001, 'ReduceLROnPlateau')",1.098872444079675
model10,"(64, 'RMSprop', 0.0031, 0.00025, 'CyclicLR')",1.0843125265619333
model11,"(64, 'Adadelta', 0.0017, 6e-05, 'ExponentialLR')",1.2127257942191485
model12,"(96, 'Adadelta', 0.0005, 2e-05, 'ReduceLROnPlateau')",1.3545746698394054
model13,"(128, 'RMSprop', 0.0081, 0.00015, 'ExponentialLR')",1.1837776116689624
model14,"(96, 'Adam', 0.0002, 2e-05, 'ExponentialLR')",1.0232670672005924
model15,"(64, 'Adam', 0.0005, 2e-05, 'CyclicLR')",1.0052822581689793
