model,chromosome,fitness
model0,"(96, 'Adam', np.float64(0.001), np.float64(4e-05), 'ExponentialLR')",0.7096823003867968
model1,"(128, 'Adam', np.float64(0.001), np.float64(0.00011), 'ExponentialLR')",0.7127092601831195
model2,"(128, 'Adam', np.float64(0.0001), np.float64(0.00019), 'ReduceLROnPlateau')",0.7125021562974834
model3,"(128, 'Adam', np.float64(0.0001), np.float64(0.00019), 'ReduceLROnPlateau')",0.7161408540326895
model4,"(96, 'Adam', np.float64(0.0005), np.float64(3e-05), 'CyclicLR')",0.7163259253627995
model5,"(96, 'RMSprop', np.float64(0.0001), np.float64(6e-05), 'ExponentialLR')",0.7146443283162318
model6,"(96, 'RMSprop', np.float64(0.0026), np.float64(0.00011), 'ReduceLROnPlateau')",0.7901659699449388
model7,"(96, 'Adam', np.float64(0.0005), np.float64(9e-05), 'ExponentialLR')",0.7119720205248821
model8,"(96, 'Adam', np.float64(0.0003), np.float64(4e-05), 'ExponentialLR')",0.7184143142566651
model9,"(96, 'Adam', np.float64(0.0001), np.float64(6e-05), 'ReduceLROnPlateau')",0.7267083324193409
model10,"(128, 'Adadelta', np.float64(0.001), np.float64(0.00011), 'ExponentialLR')",0.8758391911429251
model11,"(96, 'Adam', np.float64(0.0001), np.float64(0.00019), 'ReduceLROnPlateau')",0.7203544075625451
model12,"(128, 'RMSprop', np.float64(0.0001), np.float64(6e-05), 'CyclicLR')",0.7140226591408741
model13,"(128, 'Adam', np.float64(0.0001), np.float64(0.00035), 'CyclicLR')",0.7073423086282584
model14,"(64, 'Adadelta', np.float64(0.0002), np.float64(3e-05), 'ReduceLROnPlateau')",1.47647775498366
model15,"(128, 'Adam', np.float64(0.008), np.float64(0.00035), 'ExponentialLR')",0.7742517037704729
model16,"(128, 'Adam', np.float64(0.0003), np.float64(4e-05), 'ReduceLROnPlateau')",0.7080067747553893
model17,"(128, 'Adam', np.float64(0.0003), np.float64(1e-05), 'ReduceLROnPlateau')",0.7076106348024825
model18,"(128, 'Adam', np.float64(0.001), np.float64(6e-05), 'ExponentialLR')",0.7091212929456735
model19,"(128, 'Adam', np.float64(0.0005), np.float64(0.00035), 'ReduceLROnPlateau')",0.7162772758732332
