model,chromosome,fitness
model0,"(128, 'RMSprop', 0.0002, 1e-05, 'ExponentialLR')",0.8495405632208567
model1,"(128, 'Adam', 0.0008, 3e-05, 'ExponentialLR')",0.8497834180794617
model2,"(128, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.8559296841255261
model3,"(128, 'Adam', 0.0003, 3e-05, 'ExponentialLR')",0.8668306255605425
model4,"(96, 'Adam', 0.0003, 0.00017, 'ExponentialLR')",0.883758823636605
model5,"(96, 'RMSprop', 0.0002, 1e-05, 'ExponentialLR')",0.8737669027261934
model6,"(64, 'Adam', 0.0003, 3e-05, 'ExponentialLR')",0.9233282486375717
model7,"(64, 'Adam', 0.0022, 0.00094, 'ReduceLROnPlateau')",0.9476013263479955
model8,"(128, 'Adam', 0.0002, 1e-05, 'ExponentialLR')",0.8907008162744912
model9,"(128, 'Adam', 0.0003, 3e-05, 'CyclicLR')",0.8585255970942459
model10,"(96, 'RMSprop', 0.0002, 3e-05, 'ExponentialLR')",0.8864881034685151
model11,"(128, 'RMSprop', 0.0002, 1e-05, 'ExponentialLR')",0.850455242760631
