model,chromosome,fitness
model0,"(128, 'Adam', np.float64(0.0013), np.float64(3e-05), 'ExponentialLR')",0.7556899329913647
model1,"(128, 'Adam', np.float64(0.0005), np.float64(2e-05), 'CyclicLR')",0.7596167830770172
model2,"(128, 'Adam', np.float64(0.0002), np.float64(2e-05), 'CyclicLR')",0.7615581355662786
model3,"(128, 'Adam', np.float64(0.0001), np.float64(2e-05), 'CyclicLR')",0.7723621551101836
model4,"(96, 'Adam', np.float64(0.0008), np.float64(5e-05), 'CyclicLR')",0.7731310621028524
model5,"(128, 'Adam', np.float64(0.0001), np.float64(2e-05), 'ReduceLROnPlateau')",0.7756859389258602
model6,"(128, 'Adam', np.float64(0.0005), np.float64(2e-05), 'ReduceLROnPlateau')",0.7542239874526211
model7,"(96, 'Adam', np.float64(0.0008), np.float64(5e-05), 'CyclicLR')",0.7678670440691671
model8,"(128, 'Adam', np.float64(0.001), np.float64(0.00805), 'ReduceLROnPlateau')",0.8272736256178242
model9,"(128, 'Adam', np.float64(0.0029), np.float64(3e-05), 'ExponentialLR')",0.7641509406291376
model10,"(96, 'RMSprop', np.float64(0.0008), np.float64(5e-05), 'ReduceLROnPlateau')",0.8168105199263321
model11,"(96, 'RMSprop', np.float64(0.0009), np.float64(0.0016), 'ExponentialLR')",0.862449282945499
model12,"(96, 'Adam', np.float64(0.0002), np.float64(2e-05), 'CyclicLR')",0.7711404549108289
model13,"(96, 'Adam', np.float64(0.0027), np.float64(3e-05), 'ExponentialLR')",0.782068944109069
model14,"(64, 'Adam', np.float64(0.0001), np.float64(2e-05), 'CyclicLR')",0.795776566823883
model15,"(128, 'Adam', np.float64(0.0001), np.float64(2e-05), 'ReduceLROnPlateau')",0.7737900239024775
model16,"(128, 'RMSprop', np.float64(0.0027), np.float64(3e-05), 'ExponentialLR')",0.8559034690212088
model17,"(128, 'Adam', np.float64(0.0002), np.float64(2e-05), 'ReduceLROnPlateau')",0.7610592022081499
model18,"(128, 'Adam', np.float64(0.0013), np.float64(2e-05), 'ReduceLROnPlateau')",0.7695095737211953
model19,"(128, 'Adam', np.float64(0.0053), np.float64(2e-05), 'ReduceLROnPlateau')",0.8001178379147145
