model,chromosome,fitness
model0,"(128, 'RMSprop', 0.0003, 3e-05, 'ExponentialLR')",0.8793606732016376
model1,"(128, 'Adam', 0.0008, 3e-05, 'ExponentialLR')",0.8490646348214944
model2,"(128, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.8587299172106767
model3,"(128, 'Adam', 0.0003, 3e-05, 'ExponentialLR')",0.8705943065887998
model4,"(128, 'RMSprop', 0.0002, 1e-05, 'ExponentialLR')",0.8451360806067774
model5,"(128, 'RMSprop', 0.0007, 1e-05, 'CyclicLR')",0.8740933771813667
model6,"(96, 'RMSprop', 0.0028, 3e-05, 'ReduceLROnPlateau')",0.9920530249966188
model7,"(64, 'Adam', 0.0002, 0.00046, 'ReduceLROnPlateau')",0.91302153626569
model8,"(96, 'Adadelta', 0.0002, 0.00074, 'CyclicLR')",1.2808418280971723
model9,"(128, 'RMSprop', 0.0028, 0.00373, 'ReduceLROnPlateau')",1.0501689885645173
model10,"(64, 'Adam', 0.0022, 0.00094, 'ExponentialLR')",0.9486094677191058
model11,"(128, 'Adadelta', 0.0002, 1e-05, 'ExponentialLR')",1.3343928412218806
