model,chromosome,fitness
model0,"(96, 'Adadelta', 0.0019, 2e-05, 'ReduceLROnPlateau')",1.1945180848293637
model1,"(128, 'Adadelta', 0.0007, 5e-05, 'ReduceLROnPlateau')",1.303018337622877
model2,"(96, 'Adam', 0.0001, 0.00018, 'ReduceLROnPlateau')",1.0155395568394474
model3,"(64, 'Adadelta', 0.0099, 0.00017, 'ReduceLROnPlateau')",1.0745655437501427
model4,"(128, 'Adadelta', 0.005, 1e-05, 'ReduceLROnPlateau')",1.1208949184734665
model5,"(128, 'Adam', 0.0006, 0.00037, 'ExponentialLR')",0.9845670975764512
model6,"(128, 'RMSprop', 0.0029, 0.00046, 'ReduceLROnPlateau')",1.1349186603818786
model7,"(64, 'RMSprop', 0.002, 0.00038, 'ReduceLROnPlateau')",1.088509497404532
model8,"(96, 'RMSprop', 0.0001, 0.00042, 'ReduceLROnPlateau')",1.0046442968365215
model9,"(64, 'RMSprop', 0.0002, 0.0001, 'ReduceLROnPlateau')",1.0312896661402293
model10,"(128, 'RMSprop', 0.0001, 3e-05, 'ExponentialLR')",0.9651823482411465
model11,"(64, 'RMSprop', 0.003, 0.00042, 'CyclicLR')",1.0866025284640761
model12,"(96, 'Adadelta', 0.0019, 1e-05, 'ExponentialLR')",1.214258603795564
model13,"(128, 'Adam', 0.0019, 0.00042, 'ReduceLROnPlateau')",1.0196455648694684
model14,"(64, 'Adam', 0.0059, 3e-05, 'ReduceLROnPlateau')",1.0529561126985436
model15,"(128, 'Adam', 0.0099, 5e-05, 'CyclicLR')",1.014563873890831
