model,chromosome,fitness
model0,"(128, 'Adam', 0.0015, 8e-05, 'ExponentialLR')",0.9360759304324531
model1,"(128, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.9385195081059746
model2,"(128, 'Adam', 0.0002, 7e-05, 'ReduceLROnPlateau')",0.935076900377882
model3,"(128, 'Adam', 0.0002, 7e-05, 'ReduceLROnPlateau')",0.9450878352480068
model4,"(96, 'RMSprop', 0.0001, 2e-05, 'ReduceLROnPlateau')",0.9475117523017229
model5,"(96, 'Adam', 0.0004, 8e-05, 'CyclicLR')",0.9587977148369052
model6,"(64, 'RMSprop', 0.0049, 6e-05, 'CyclicLR')",1.0630896283013533
model7,"(128, 'Adadelta', 0.0005, 8e-05, 'CyclicLR')",1.3849308281184518
model8,"(64, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.9858602425828463
model9,"(128, 'Adadelta', 0.0005, 2e-05, 'CyclicLR')",1.370714858534912
model10,"(64, 'Adam', 0.0001, 2e-05, 'ExponentialLR')",1.0375282744578755
model11,"(128, 'Adadelta', 0.0015, 8e-05, 'CyclicLR')",1.3641433807554504
model12,"(128, 'RMSprop', 0.0001, 0.00057, 'ReduceLROnPlateau')",0.990673729179944
model13,"(96, 'Adam', 0.0022, 0.00036, 'CyclicLR')",1.0048210844581393
model14,"(128, 'Adam', 0.0015, 2e-05, 'ReduceLROnPlateau')",0.9395295967231336
model15,"(64, 'Adam', 0.0001, 2e-05, 'CyclicLR')",1.0141523994353328
