model,chromosome,fitness
model0,"(128, 'Adam', np.float64(0.0002), np.float64(0.00179), 'CyclicLR')",0.7245185287078251
model1,"(96, 'RMSprop', np.float64(0.0075), np.float64(0.0032), 'ExponentialLR')",0.8657105287323273
model2,"(96, 'Adam', np.float64(0.0003), np.float64(0.00223), 'ReduceLROnPlateau')",0.743339469761562
model3,"(128, 'Adadelta', np.float64(0.0002), np.float64(0.00079), 'CyclicLR')",0.950887550582148
model4,"(64, 'RMSprop', np.float64(0.0003), np.float64(0.00254), 'ReduceLROnPlateau')",0.8121368186435513
model5,"(64, 'Adadelta', np.float64(0.0002), np.float64(0.00547), 'CyclicLR')",1.0539038881595761
model6,"(128, 'Adam', np.float64(0.002), np.float64(1e-05), 'ExponentialLR')",0.7116340509236259
model7,"(64, 'Adadelta', np.float64(0.003), np.float64(0.00037), 'CyclicLR')",0.8363427770451444
model8,"(64, 'RMSprop', np.float64(0.0002), np.float64(2e-05), 'ReduceLROnPlateau')",0.7572231372800126
model9,"(96, 'RMSprop', np.float64(0.0023), np.float64(4e-05), 'ReduceLROnPlateau')",0.8202113835885229
model10,"(96, 'RMSprop', np.float64(0.0008), np.float64(7e-05), 'ExponentialLR')",0.7859254819990145
model11,"(128, 'Adadelta', np.float64(0.0004), np.float64(0.00107), 'ReduceLROnPlateau')",1.2515183187141188
model12,"(96, 'RMSprop', np.float64(0.0004), np.float64(4e-05), 'ReduceLROnPlateau')",0.7549039590939414
model13,"(128, 'RMSprop', np.float64(0.0002), np.float64(8e-05), 'ExponentialLR')",0.724108526405256
model14,"(64, 'Adam', np.float64(0.0069), np.float64(0.00027), 'ReduceLROnPlateau')",0.805934769283532
model15,"(96, 'Adam', np.float64(0.0005), np.float64(0.00022), 'ExponentialLR')",0.7259562514990434
model16,"(64, 'Adadelta', np.float64(0.0004), np.float64(0.00036), 'ReduceLROnPlateau')",0.9028769296611965
model17,"(96, 'Adadelta', np.float64(0.0008), np.float64(8e-05), 'CyclicLR')",0.8690683898717679
model18,"(96, 'RMSprop', np.float64(0.0015), np.float64(5e-05), 'CyclicLR')",0.7716387434428272
model19,"(96, 'Adam', np.float64(0.0002), np.float64(6e-05), 'ExponentialLR')",0.7381577538413108
