model,chromosome,fitness
model0,"(128, 'Adadelta', np.float64(0.0004), np.float64(0.00013), 'ExponentialLR')",1.3435700079310067
model1,"(96, 'RMSprop', np.float64(0.0002), np.float64(0.00022), 'ExponentialLR')",0.8842548409778883
model2,"(96, 'Adadelta', np.float64(0.0001), np.float64(5e-05), 'ExponentialLR')",1.3498991440793204
model3,"(128, 'RMSprop', np.float64(0.0018), np.float64(1e-05), 'ExponentialLR')",0.9282604589538815
model4,"(128, 'Adadelta', np.float64(0.0019), np.float64(0.00028), 'CyclicLR')",1.491183880229067
model5,"(96, 'Adadelta', np.float64(0.0023), np.float64(5e-05), 'CyclicLR')",1.2714660349102016
model6,"(96, 'Adam', np.float64(0.0005), np.float64(0.00027), 'CyclicLR')",0.8654499670632017
model7,"(128, 'Adam', np.float64(0.0002), np.float64(1e-05), 'ExponentialLR')",0.8765669589395607
model8,"(64, 'Adadelta', np.float64(0.0022), np.float64(3e-05), 'ExponentialLR')",1.057805515034864
model9,"(64, 'Adadelta', np.float64(0.0041), np.float64(3e-05), 'ReduceLROnPlateau')",1.0087558133559438
model10,"(96, 'Adam', np.float64(0.0005), np.float64(0.0001), 'CyclicLR')",0.8525253420244349
model11,"(128, 'Adadelta', np.float64(0.0041), np.float64(1e-05), 'CyclicLR')",1.009878849824315
