model,chromosome,fitness
model0,"(64, 'Adam', 0.0002, 2e-05, 'ReduceLROnPlateau')",0.9663964430199633
model1,"(96, 'RMSprop', 0.0006, 2e-05, 'CyclicLR')",0.9544043876647307
model2,"(128, 'RMSprop', 0.0003, 2e-05, 'CyclicLR')",0.9304440105861067
model3,"(64, 'Adam', 0.0034, 0.00079, 'ExponentialLR')",0.9959234236635475
model4,"(64, 'RMSprop', 0.001, 2e-05, 'ReduceLROnPlateau')",0.991004476178673
model5,"(128, 'Adam', 0.0009, 0.0002, 'CyclicLR')",0.9371634296431834
model6,"(64, 'Adam', 0.0003, 3e-05, 'CyclicLR')",0.9582097847132338
model7,"(64, 'RMSprop', 0.0008, 0.00046, 'ReduceLROnPlateau')",1.0106988756117883
model8,"(96, 'Adadelta', 0.0006, 3e-05, 'ExponentialLR')",1.358685185745466
model9,"(128, 'Adam', 0.0003, 2e-05, 'CyclicLR')",0.9159146343193029
model10,"(64, 'Adadelta', 0.0007, 0.00018, 'ExponentialLR')",1.3643058158441934
model11,"(128, 'RMSprop', 0.0081, 2e-05, 'ExponentialLR')",1.063376838384567
model12,"(64, 'RMSprop', 0.0001, 0.00082, 'ExponentialLR')",0.9728597715296337
model13,"(128, 'Adadelta', 0.0005, 1e-05, 'CyclicLR')",1.289417464010857
model14,"(96, 'Adadelta', 0.002, 4e-05, 'CyclicLR')",1.39465127898377
model15,"(96, 'Adadelta', 0.0002, 0.00076, 'ExponentialLR')",1.3789680939808169
